Year,Month,Day,Hour,Minute,Second,Country,State,Location,Lat,Lon,RegionCode,MaxWaterHeight,MagIIDA,IntensitySoloviev,WarningStatus,DeathCount
1650,12,13,,,,JAPAN,,ECHIZEN (FUKUI),,,85.00,,1.00,1.00,,21.00
1651,,,,,,PERU,,PERU-NORTHERN CHILE,,,89.00,,,0.50,,
1652,,,,,,ICELAND,,ICELAND,,,73.00,,,,,
1653,7,,,,,PHILIPPINES,,SIBUYAN SEA,13.10,121.60,84.00,,,1.00,,
1653,,,,,,PORTUGAL,,AZORES,38.40,-27.10,73.00,,,,,
1655,11,13,16,45,,PERU,,CENTRAL PERU,-12.30,-77.60,89.00,,,,,
1657,3,15,23,30,,CHILE,,CENTRAL CHILE,-36.83,-73.03,89.00,,3.00,2.50,,40.00
1657,7,9,,,,CHILE,,CENTRAL CHILE,-33.50,-70.70,89.00,,,,,
1657,12,,,,,INDONESIA,,BANDA SEA,-3.00,128.00,83.00,,,1.00,,
1657,12,,,,,JAPAN,,CHOSHI,,,85.00,,1.00,1.00,,
1659,2,17,17,2,,GREECE,,AEGEAN SEA,41.00,27.80,50.00,,,,,
1659,11,11,,,,INDONESIA,,BANDA SEA,-6.92,129.13,83.00,1.50,,0.00,,
1660,,,,,,PAPUA NEW GUINEA,,LONG ISLAND,-5.36,147.12,82.00,,,,,2000.00
1661,1,8,,,,TAIWAN,,SOUTH CHINA SEA,23.00,120.10,84.00,,,1.50,,
1661,4,22,,,,ITALY,,GULF OF VENICE,,,50.00,,,3.00,,
1662,10,20,,,,JAPAN,,SANRIKU,,,85.00,,2.00,2.00,,
1662,10,30,14,,,JAPAN,,HIUGANADA,31.70,132.00,85.00,1.00,2.00,2.50,,200.00
1664,,,,,,JAPAN,,"TORISHIMA, RYUKYU ISLANDS",27.85,128.25,85.00,,1.00,1.00,,1.00
1666,5,31,,,,JAPAN,,AICHI PREFECTURE,35.00,136.80,85.00,,1.00,1.00,,
1667,4,6,7,10,,CROATIA,,DALMATIAN COASTS,42.60,18.10,50.00,,,4.00,,5000.00
1667,11,30,,,,TURKEY,,IZMIR,38.40,27.10,50.00,,,2.00,,
1667,,,,,,JAPAN,,"MIYAKOJIMA, JAPAN",25.00,125.50,85.00,,1.00,1.00,,
1668,4,13,,,,USA,MA,"BOSTON AND SALEM, MASSACHUSETTS",42.35,-71.05,75.00,,,,,
1668,7,10,,,,TURKEY,,"SMYRNA, W. TURKEY",38.40,27.10,50.00,,,2.00,,
1668,7,25,,,,CHINA,,"TANCHENG, SHANDONG PROVINCE",35.30,118.60,84.00,,,,,42578.00
1668,7,31,,,,NORTH KOREA,,YELLOW SEA,38.00,126.00,84.00,,1.00,1.50,,
1668,11,23,,,,PORTUGAL,,AZORES,38.50,-28.10,73.00,,,,,
1670,8,19,,,,CHINA,,EAST CHINA SEA,33.00,122.50,84.00,,1.00,1.50,,
1670,9,,,,,JAPAN,,"SEIONAIKAI, JAPAN",,,85.00,,,,,
1670,12,17,,,,JAPAN,,"BOSO, JAPAN",35.50,141.00,85.00,2.00,1.00,1.00,,
1671,2,27,,,,JAPAN,,NANKAIDO,33.40,134.70,85.00,,,,,
1672,2,14,,,,GREECE,,AEGEAN SEA,,,50.00,,,,,
1672,4,14,15,45,,ITALY,,CENTRAL ADRIATIC,43.93,12.58,50.00,,,3.00,,1500.00
1672,4,,,,,GREECE,,ISLAND OF TENEDOS,40.00,26.00,50.00,,,,,
1672,,,,,,GREECE,,THIRA ISLAND &  CYCLADE ISLANDS,36.50,25.50,50.00,,,1.00,,
1673,5,20,,,,INDONESIA,,N. MOLUCCAS ISLANDS,1.38,127.52,83.00,,,,,
1673,7,12,,,,INDONESIA,,BANDA SEA,-3.00,128.00,83.00,,,,,
1673,8,12,,,,INDONESIA,,N. MOLUCCAS ISLANDS,1.38,127.52,83.00,,1.00,1.00,,
1674,2,17,11,30,,INDONESIA,,BANDA SEA,-3.75,127.75,83.00,100.00,2.00,1.50,,2330.00
1674,5,6,,,,INDONESIA,,BANDA SEA,-3.70,128.20,83.00,,1.00,0.00,,
1675,3,,,,,PHILIPPINES,,SULU SEA,13.00,121.00,84.00,,,1.00,,
1676,11,,,,,JAPAN,,HITACHI,,,85.00,,,1.50,,
1676,,,,,,PORTUGAL,,AZORES,38.73,-27.07,73.00,,,1.00,,
1677,4,13,,,,JAPAN,,SANRIKU,40.00,144.00,85.00,6.00,2.60,2.00,,
1677,11,4,,,,JAPAN,,OFF SE. BOSO PENINSULA,35.00,141.50,85.00,8.00,3.00,3.00,,500.00
1677,12,7,11,30,,PHILIPPINES,,W. LUZON ISLAND,14.50,120.50,84.00,,1.00,1.00,,2.00
1678,6,18,1,45,,PERU,,CENTRAL PERU,-9.00,-79.00,89.00,,2.00,2.50,,
1680,8,29,,,,JAPAN,,ENSHUNADA,,,85.00,,2.00,2.00,,
1680,9,28,,,,JAPAN,,TOTOMI-NADA,34.60,137.60,85.00,,,2.00,,
1680,10,9,7,,,SPAIN,,ALBORAN SEA,36.50,-3.60,50.00,,,3.00,,
1681,2,10,,,,GREECE,,CRETE,35.60,24.00,50.00,,,,,
1681,3,10,,,,CHILE,,NORTHERN CHILE,-18.50,-70.35,89.00,,,,,
1681,6,12,,,,SOUTH KOREA,,SEA OF JAPAN,37.50,129.50,84.00,,,,,
1681,6,26,,,,SOUTH KOREA,,SEA OF JAPAN,37.50,129.50,84.00,,,,,
1681,12,11,,,,INDONESIA,,SUMATRA,,,60.00,,,,,
1682,8,,,,,ITALY,,BAY OF NAPLES,,,50.00,,,3.00,,
1682,10,19,,,,PERU,,PERU,,,89.00,,,,,
1682,12,,,,,CHINA,,SOUTH CHINA SEA,,,84.00,,,,,
1686,,,,,,CHILE,,CHILE,,,89.00,,,,,
1687,7,12,,,,CHILE,,CENTRAL CHILE,-32.80,-70.70,89.00,,,,,
1687,7,26,,,,JAPAN,,S. JAPAN,,,85.00,,,0.00,,
1687,10,20,10,30,,PERU,,S. PERU,-13.50,-76.50,89.00,,3.00,3.50,,5000.00
1688,3,1,,,,JAMAICA,,PORT ROYAL,17.60,-76.50,74.00,,,,,
1688,7,10,11,45,,TURKEY,,IZMIR,38.40,26.90,50.00,,,2.00,,16000.00
1689,,,,,,JAPAN,,SANRIKU,,,85.00,2.00,1.00,1.00,,
1690,2,3,,,,ITALY,,BAY OF NAPLES,,,50.00,,,3.00,,
1690,4,16,,,,ANTIGUA AND BARBUDA,,ANTIGUA; SAINT KITTS AND NEVIS,17.50,-61.50,74.00,,,,,
1690,,,,,,PERU,,PERU,,,89.00,,,,,
1690,,,,,,INDONESIA,,BANDA SEA,,,83.00,,,,,
1691,7,26,,,,PORTUGAL,,AZORES,,,73.00,,,,,
1692,6,7,,,,JAMAICA,,PORT ROYAL,17.80,-76.70,74.00,1.80,,,,3000.00
1693,1,9,21,,,ITALY,,EASTERN SICILY,37.33,15.17,50.00,,,2.00,,60000.00
1693,1,11,13,30,,ITALY,,ISLAND OF SICILY,37.13,15.02,50.00,,,4.00,,60000.00
1693,2,13,,,,ICELAND,,MOUNT HEKLA,64.00,-19.68,73.00,,,,,
1694,4,,,,,TAIWAN,,TAIWAN,25.00,121.50,84.00,,,,,
1694,9,8,17,45,,ITALY,,ADRIATIC SEA,40.80,15.60,50.00,,,3.00,,
1696,7,25,,,,JAPAN,,"FUKUSHIMA, JAPAN",,,85.00,,2.00,1.00,,2450.00
1696,11,25,,,,JAPAN,,ISHINOMAKI,,,85.00,,1.00,2.00,,
1698,5,14,10,,,ITALY,,BAY OF NAPLES,40.82,14.43,50.00,,,3.00,,
1698,12,22,,,,JAPAN,,SEIKAIDO-NANKAIDO,33.30,131.70,85.00,,,,,
1699,1,,,,,ITALY,,CATANIA,37.15,15.10,50.00,,,4.00,,
1699,3,,,,,JAPAN,,SW. KYUSHU ISLAND,,,85.00,,,,,
1699,9,8,,,,JAPAN,,ENSHUNADA,,,85.00,,,1.00,,
1700,1,27,5,0,,USA,,CASCADIA SUBDUCTION ZONE,45.00,-125.00,88.00,,,,,
1700,4,1,,,,JAPAN,,NAGASAKI PREFECTURE,32.70,129.70,85.00,,2.50,2.00,,1001.00
1700,4,16,,,,JAPAN,,"TSUSHIMA, NAGASAKI PREFECTURE",34.20,129.30,85.00,6.00,,,,1000.00
1700,9,12,,,,SOUTH KOREA,,YELLOW SEA,36.50,126.50,84.00,,,1.00,,
1703,2,2,21,11,5,ITALY,,LATIUM,42.47,13.20,50.00,,,3.00,,10000.00
1703,7,2,,,,ITALY,,LIGURIA-COTE D'AZUR,44.40,8.92,50.00,,,3.00,,
1703,12,30,17,,,JAPAN,,OFF SW BOSO PENINSULA,34.70,139.80,85.00,11.70,4.00,3.00,,5233.00
1704,1,,,,,JAPAN,,SURUGA,34.80,138.60,85.00,2.00,1.00,,,
1704,,,,,,JAPAN,,"TAIJI, KII",33.60,136.00,85.00,2.00,1.00,1.00,,
1705,11,26,,,,CHILE,,NORTHERN CHILE,-18.60,-70.20,89.00,8.00,3.00,3.00,,
1706,5,5,,,,SPAIN,,"TENERIFE, CANARY ISLANDS",28.27,-16.64,73.00,,,,,
1707,5,,,,,GREECE,,ISLAND OF THIRA,,,50.00,,,,,
1707,7,20,17,,,ITALY,,BAY OF NAPLES,,,50.00,,,3.00,,
1707,10,28,4,,,JAPAN,,ENSHUNADA,34.10,137.80,85.00,11.00,3.00,,,2000.00
1707,10,28,5,,,JAPAN,,NANKAIDO,33.20,134.80,85.00,25.70,3.50,4.00,,5000.00
1708,2,13,,,,JAPAN,,TOKAIDO,34.00,137.00,85.00,,1.00,1.00,,
1708,11,28,,,,INDONESIA,,BANDA SEA,-3.69,128.15,83.00,,2.00,2.00,,
1710,3,6,,,,INDONESIA,,BANDA SEA,-4.53,129.90,83.00,,1.00,1.50,,
1710,4,16,,,,CHINA,,HUNAN PROVINCE,27.80,111.60,84.00,2.00,,,,
1711,9,5,,,,INDONESIA,,BANDA SEA,-4.00,129.00,83.00,1.20,1.00,1.50,,2.00
1711,12,20,,,,JAPAN,,"SEIONAIKAI, JAPAN",34.30,134.00,85.00,2.00,1.00,1.00,,1000.00
1714,6,30,,,,ITALY,,CAMPANIA,40.82,14.43,50.00,,,3.00,,
1714,8,4,,,,MYANMAR (BURMA),,AVA (INNWA),21.85,95.97,60.00,,,,,
1715,8,23,0,,,PERU,,PERU,-17.30,-70.80,89.00,,,,,
1715,12,29,,,,JAPAN,,SEIKAIDO,33.30,131.70,85.00,,,,,
1716,9,24,,,,PHILIPPINES,,"TAAL, LUZON ISLAND",14.00,120.99,84.00,,,,,
1716,,,,,,JAPAN,,OSHIMA ISLAND,34.73,139.40,85.00,,,,,
1718,10,5,,,,JAPAN,,TOKAIDO,,,85.00,,,,,
1719,,,,,,ITALY,,BAY OF NAPLES,,,50.00,,,2.00,,
1721,3,24,,,,SPAIN,,BALEARIC ISLANDS,,,50.00,,,,,
1721,,,,,,TAIWAN,,TAINAN,23.00,120.20,84.00,,,,,2000.00
1722,9,24,,,,JAPAN,,"ISE BAY, JAPAN",,,85.00,,1.00,1.50,,
1722,10,,,,,INDONESIA,,"DJAKARTA (JAKARTA), JAVA",-6.17,106.83,60.00,,,0.00,,
1722,12,27,16,30,,PORTUGAL,,"TAVIRA, ALGARVE",37.20,-7.60,73.00,,,,,
1723,2,18,2,,,GREECE,,IONIAN SEA,38.50,20.50,50.00,,,3.00,,
1723,3,28,,,,ITALY,,BAY OF NAPLES,,,50.00,,,3.00,,
1724,,,,,,PERU,,CENTRAL PERU,,,89.00,,,,,
1725,3,27,,,,PERU,,S. PERU,-16.60,-72.70,89.00,2.00,1.00,1.50,,
1726,4,1,,,,JAPAN,,KATSUYAMA,36.30,136.00,85.00,,1.00,1.00,,
1726,9,1,21,55,,ITALY,,NORTHERN SICILY,38.12,13.35,50.00,,,3.00,,250.00
1726,,,,,,VENEZUELA,,PENINSULA DE ARAYA,10.63,-64.30,74.00,,,,,
1727,7,4,,,,ITALY,,SICILY CHANNEL,37.50,13.00,50.00,,,3.00,,
1730,3,23,,,,ITALY,,TORRE ANNUNZIATA,,,50.00,,,2.00,,
1730,7,8,8,45,,CHILE,,CENTRAL CHILE,-32.50,-71.50,89.00,8.00,4.00,3.50,,5.00
1730,11,10,,,,JAPAN,,KASHIMA,36.20,142.20,85.00,,,,,
1731,1,8,,,,NORWAY,,WESTERN NORWAY,62.33,6.97,73.00,,,6.00,,
1731,3,20,,,,ITALY,,TYRRHENIAN SEA,41.51,15.50,50.00,,,4.00,,3600.00
1731,10,7,,,,JAPAN,,SANRIKU,,,85.00,,,,,
1732,2,25,,,,MEXICO,,S. MEXICO,16.80,-99.90,88.00,3.00,1.60,1.50,,
1732,11,,,,,GREECE,,ISLAND OF KERKYRA (CORFU),39.50,20.00,50.00,,,2.00,,
1732,12,4,,,,JAPAN,,"KUJUKURI BEACH, JAPAN",35.20,140.80,85.00,2.00,1.00,1.00,,
1732,,,,,,JAPAN,,"HACHIJO ISLAND, JAPAN",33.10,139.77,85.00,2.00,1.00,,,
1735,12,27,,,,PHILIPPINES,,E. LUZON ISLAND,15.80,121.70,84.00,,,1.50,,
1737,10,11,,,,INDIA,,CALCUTTA,,,60.00,,,,,
1737,10,16,16,0,,RUSSIA,,KAMCHATKA,51.10,158.00,86.00,15.24,4.50,4.00,,3.00
1737,12,17,,,,RUSSIA,,KAMCHATKA,50.00,157.00,86.00,,,,,
1737,12,24,,,,CHILE,,SOUTHERN CHILE,-43.00,-74.00,89.00,,,,,
1738,7,19,,,,GREECE,,"MILOS ISLAND, AEGEAN ISLANDS",36.80,24.40,50.00,,,3.00,,
1741,1,31,,,,GREECE,,ISLAND OF RHODES,36.20,28.50,50.00,,,4.00,,
1741,8,29,,,,JAPAN,,W. HOKKAIDO ISLAND,41.50,139.37,85.00,90.00,3.20,2.50,,2000.00
1742,1,16,,,,ITALY,,LIVORNO,43.50,10.20,50.00,,,3.00,,
1742,2,21,,,,GREECE,,CORINTH GULF,,,50.00,,,,,
1742,3,23,,,,CHILE,,CENTRAL CHILE,-36.80,-73.00,89.00,,,,,
1742,11,18,,,,RUSSIA,,N. KURIL ISLANDS,51.50,157.00,86.00,,1.00,1.50,,
1742,11,19,,,,ITALY,,TUSCANY COAST,,,50.00,,,,,
1743,2,20,23,30,,ITALY,,IONIAN AND ADRIATIC SEAS,39.00,20.30,50.00,,,,,
1744,,,,,,PHILIPPINES,,N. LUZON ISLAND,17.00,121.00,84.00,,,1.00,,
1746,10,29,3,30,,PERU,,CENTRAL PERU,-12.00,-77.20,89.00,24.00,4.60,3.50,,5941.00
1746,12,26,,,,PORTUGAL,,PORTUGAL,,,73.00,,,,,
1747,3,,,,,JAPAN,,"IZU PENINSULA, HACHIJO ISLAND",33.10,139.80,85.00,,0.00,0.50,,
1747,,,,,,PHILIPPINES,,SOUTHEASTERN LUZON ISLAND,13.60,123.20,84.00,,,,,
1748,5,14,,,,GREECE,,CORINTHOS-PATRAS GULF,38.30,22.10,50.00,,,3.00,,
1749,8,12,1,,,PHILIPPINES,,"TAAL, LUZON ISLAND",14.00,120.99,84.00,,,,,
1750,10,,,,,BULGARIA,,MARITZA RIVER,42.10,24.80,50.00,,,,,
1750,12,17,,,,CROATIA,,RIJEKA,46.00,12.25,50.00,,,3.00,,
1750,,,,,,MYANMAR (BURMA),,MYANMAR (BURMA) COAST,18.80,93.63,60.00,,,4.00,,
1750,,,,,,VENEZUELA,,CUMANA,10.70,-64.10,74.00,,,,,
1751,5,20,,,,JAPAN,,NW. HONSHU ISLAND,37.20,138.10,85.00,,1.00,1.00,,2100.00
1751,5,25,5,30,,CHILE,,CENTRAL CHILE,-37.00,-73.00,89.00,3.50,1.80,3.50,,65.00
1751,7,24,,,,JAPAN,,MIYAGI,,,85.00,,0.00,0.50,,
1751,9,15,19,,,HAITI,,PORT-AU-PRINCE,18.50,-72.30,74.00,,,,,
1751,10,18,19,,,DOMINICAN REPUBLIC,,AZUA  DE COMPOSTELA,18.50,-70.70,74.00,,,,,
1751,11,21,9,45,,ITALY,,LIGURIAN SEA,43.80,9.00,50.00,,,3.00,,
1751,11,21,,,,HAITI,,PORT-AU-PRINCE,18.50,-72.30,74.00,,,,,
1752,4,28,,,,PORTUGAL,,PORTUGAL,40.40,-8.70,73.00,,,,,
1752,7,21,,,,SYRIA,,LATAKIA,,,50.00,,,3.00,,20000.00
1754,4,,,,,TAIWAN,,E. CHINA SEA,25.30,121.40,84.00,,,0.50,,
1754,8,18,,,,INDONESIA,,BANDA SEA,-3.50,128.50,83.00,,,0.00,,4.00
1754,9,1,7,0,,MEXICO,,S. MEXICO,16.80,-99.20,88.00,4.00,2.00,2.00,,
1754,9,2,21,30,,TURKEY,,MARMARA SEA,40.60,30.00,50.00,,,,,
1754,9,7,,,,INDONESIA,,BANDA SEA,-3.50,128.50,83.00,,1.00,0.00,,
1754,9,16,16,3,,TURKEY,,MARMARA SEA,,,50.00,,,,,
1754,11,15,,,,PHILIPPINES,,"TAAL, LUZON ISLAND",14.00,120.99,84.00,,,,0.00,12.00
1755,10,4,,,,USA,NY,LAKE ONTARIO,43.50,-78.00,75.00,1.52,,,,
1755,11,1,9,30,,PORTUGAL,,LISBON,37.00,-10.00,73.00,18.30,3.60,,,50000.00
1755,11,2,,,,PORTUGAL,,SW PORTUGAL,37.00,-10.00,73.00,,,,,
1755,11,5,,,,UK,,"RIVER TEES, ENGLAND",54.68,-1.21,73.00,0.90,,,,
1755,11,16,15,30,,SPAIN,,CORUNA,,,73.00,,,,,
1755,11,18,,,,USA,MA,MASSACHUSETTS: EAST OF CAPE ANN,42.70,-70.30,75.00,,,,,
1755,12,21,9,,,PORTUGAL,,SW PORTUGAL,37.00,-10.00,73.00,,,,,
1756,1,31,,,,SPAIN,,BALEARES,,,73.00,,,,,
1756,2,27,,,,UK,,"ILFRACOMBE, ENGLAND",51.21,-4.12,73.00,1.80,0.80,,,
1756,2,,,,,NORWAY,,WESTERN NORWAY,62.77,7.90,73.00,,,6.00,,
1756,3,29,,,,PORTUGAL,,LISBON,38.70,-9.10,73.00,,,,,
1756,10,22,15,30,,ITALY,,GARGANO PENINSULA,37.70,22.80,50.00,,,4.00,,
1757,7,9,23,45,,PORTUGAL,,AZORES,38.65,-28.08,73.00,,,,,1053.00
1757,7,15,,,,UK,,"SCILLY ISLANDS, ENGLAND",49.92,-6.32,73.00,,,,,
1757,8,24,,,,INDONESIA,,JAKARTA,-6.00,107.00,60.00,0.50,,-0.50,,
1758,5,,,,,GREECE,,NORTH EVOIKOS GULF,,,50.00,,,,,
1759,10,30,,,,ISRAEL,,AKKO,33.00,35.50,50.00,8.00,1.30,4.00,,
1760,1,21,,,,GERMANY,,GERMANY & DENMARK,,,73.00,,,,,
1760,6,16,16,,,ITALY,,BAY OF NAPLES,,,50.00,,,3.00,,
1761,3,31,12,1,,PORTUGAL,,SW PORTUGAL,34.50,-13.00,73.00,2.40,1.30,2.00,,
1761,7,28,,,,UK,,"MOUNT'S BAY, ENGLAND",50.03,-5.42,73.00,,,,,
1761,8,14,,,,UK,,"GUERNSEY, ENGLISH CHANNEL",49.47,-2.59,73.00,,,,,
1762,4,2,,,,BANGLADESH,,NORTHERN BAY OF BENGAL,22.00,92.00,60.00,1.83,0.80,,,200.00
1762,5,26,,,,NORWAY,,NORWAY: BERGEN,60.38,5.33,73.00,,,,,
1762,9,27,,,,UK,,"THE THAMES, ENGLAND",51.50,0.10,73.00,3.00,1.60,,,
1762,10,31,5,,,JAPAN,,NW. HONSHU ISLAND,38.10,138.70,85.00,,1.00,1.00,,
1763,1,29,9,,,JAPAN,,SANRIKU,40.80,142.00,85.00,5.00,2.00,2.00,,
1763,3,11,,,,JAPAN,,N. SANRIKU,41.00,142.50,85.00,,1.00,1.00,,
1763,3,15,,,,JAPAN,,"SANRIKU, HACHIONHE",40.70,142.00,85.00,,1.00,1.00,,
1763,9,12,,,,INDONESIA,,BANDA SEA,-6.00,130.00,83.00,9.00,,2.50,,7.00
1763,9,18,,,,UK,,"WEYMOUTH, ENGLAND",50.60,-2.47,73.00,3.00,1.60,,,
1764,2,11,,,,UK,,"BRISTOL, ENGLAND",51.45,-2.58,73.00,,,,,
1764,12,26,10,0,,PORTUGAL,,LISBON,38.70,-9.20,73.00,,,,,
1765,5,,,,,CHINA,,SOUTH CHINA SEA,23.12,113.25,84.00,9.00,1.00,2.00,,10000.00
1765,7,23,,,,SWEDEN,,SWEDEN,65.20,21.30,73.00,1.20,0.30,,,
1765,,,,,,CHILE,,CENTRAL CHILE,-33.05,-71.62,89.00,,,2.00,,
1766,3,8,,,,JAPAN,,SANRIKU,40.90,140.70,85.00,,-0.10,1.00,,1700.00
1766,5,22,5,30,,TURKEY,,MARMARA SEA,40.80,29.00,50.00,,,2.00,,
1766,6,12,4,45,,CUBA,,SANTIAGO DE CUBA,19.90,-76.10,74.00,,,,,
1766,10,21,9,,,VENEZUELA,,CUMANA,10.47,-64.17,74.00,,,,,
1767,4,24,6,,,MARTINIQUE (FRENCH TERRITORY),,MARTINIQUE & BARBADOS,14.40,-61.00,74.00,,,,,
1767,9,5,,,,IRELAND,,IRELAND,,,73.00,1.50,0.60,,,
1767,11,22,,,,CHINA,,SOUTH CHINA SEA,22.20,113.55,84.00,,,2.00,,
1767,11,28,,,,UK,,"LONDON, ENGLAND",51.50,-0.08,73.00,,,,,
1767,,,,,,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",14.00,143.30,81.00,,,,,
1768,6,22,,,,PAPUA NEW GUINEA,,"CAPE SAINT GEORGE, NEW IRELAND",-4.85,152.80,82.00,,,1.00,,
1768,7,22,,,,JAPAN,,RYUKYU ISLANDS,26.20,127.50,85.00,1.20,0.30,1.00,,
1769,6,3,,,,HAITI,,PORT-AU-PRINCE,18.50,-72.30,74.00,,,,,
1769,8,29,,,,JAPAN,,SW. KYUSHU ISLAND,32.30,132.00,85.00,,1.00,1.00,,
1769,,,,,,GREECE,,CORINTH GULF,38.40,12.20,50.00,,,,,
1770,6,3,,,,HAITI,,PORT-AU-PRINCE,18.50,-72.30,74.00,,,,,
1770,12,,,,,PHILIPPINES,,W. LUZON ISLAND,14.60,120.98,84.00,,,0.00,,
1770,,,,,,INDONESIA,,SW. SUMATRA,-5.00,102.00,60.00,,,0.50,,
1771,4,24,,,,JAPAN,,RYUKYU ISLANDS,24.00,124.30,85.00,85.40,6.40,3.00,,13486.00
1771,11,9,,,,INDONESIA,,N. MOLUCCAS ISLANDS,0.80,127.33,83.00,,,0.50,,1.00
1772,11,24,7,45,,GREECE,,AEGEAN SEA,38.80,26.70,50.00,,,,,
1773,5,6,,,,MOROCCO,,TANGIERS,35.80,-5.83,50.00,9.00,,5.00,,
1773,6,3,,,,GUATEMALA,,GUATEMALA-NICARAGUA,14.60,-90.70,88.00,,,,,8000.00
1773,,,,,,INDONESIA,,KALIMANTAN ISLAND,,,83.00,,,,,
1774,7,24,,,,ITALY,,LIVORNO,,,50.00,,,3.00,,
1774,9,24,,,,,,MEDITERRANEAN SEA,,,50.00,,,,,
1774,9,,,,,CANADA,NL,NEWFOUNDLAND,,,75.00,,2.80,,,300.00
1775,2,11,,,,CUBA,,SANTIAGO DE CUBA,19.90,-76.00,74.00,,,,,
1775,3,,,,,HAITI,,HAITI: UNKNOWN LOCATION,19.00,-72.30,74.00,,,,,
1775,4,18,,,,INDONESIA,,AMBON ISLAND,-3.70,128.20,83.00,,,0.00,,
1775,10,22,,,,FRANCE,,ISLAND OF CORSICA,,,50.00,,,,,
1775,10,,,,,JAPAN,,"AWA, BOSO, JAPAN",,,85.00,,1.00,1.00,,
1775,12,18,,,,HAITI,,HAITI & DOMINICAN REPUBLIC,19.00,-72.40,74.00,,,,,
1777,11,14,,,,SWEDEN,,SWEDEN: SUNDVAL,62.37,17.33,73.00,,,,,
1778,3,4,,,,BALTIC SEA,,BALTIC SEA,,,40.00,,,,,
1778,6,16,18,30,,GREECE,,AEGEAN SEA,,,50.00,,,3.00,,
1778,7,,,,,JAPAN,,"HIGO, JAPAN",,,85.00,,1.00,0.00,,
1780,6,18,,,,RUSSIA,,S. KURIL ISLANDS,,,86.00,,,,,
1780,6,29,,,,RUSSIA,,S. KURIL ISLANDS,45.30,151.20,86.00,12.00,3.60,3.00,,12.00
1780,9,9,,,,JAPAN,,SW. KYUSHU ISLAND,31.60,130.70,85.00,2.00,0.00,1.00,,
1780,10,3,,,,JAMAICA,,SAVANNA LA MAR,18.20,-78.10,74.00,3.00,,,,
1780,10,31,,,,JAPAN,,SW. KYUSHU ISLAND,31.60,130.70,85.00,,0.00,1.00,,
1781,4,11,,,,JAPAN,,SW. KYUSHU ISLAND,31.58,130.67,85.00,,1.00,1.00,,38.00
1781,4,,,,,TAIWAN,,KAOHSIUNG,24.00,121.00,84.00,30.00,,,,1.00
1781,8,1,,,,JAMAICA,,JAMAICA: UNKNOWN LOCATION,18.10,-77.30,74.00,,,,,
1781,10,2,,,,JAMAICA,,JAMAICA,,,74.00,3.00,1.60,,,
1782,5,22,,,,TAIWAN,,TAIWAN STRAIT,24.50,120.50,84.00,10.00,,2.50,,40000.00
1782,8,22,,,,JAPAN,,"ODAWARA, SAGAMI BAY",35.10,139.70,85.00,,1.00,1.00,,
1783,2,5,8,0,,ITALY,,TYRRHENIAN CALABRIA,38.90,17.10,50.00,,,3.00,,
1783,2,5,12,0,,ITALY,,TYRRHENIAN CALABRIA,38.30,15.97,50.00,,,4.00,,30000.00
1783,2,6,0,20,,ITALY,,MESSINA STRAITS,38.22,15.63,50.00,16.00,,,,1500.00
1783,2,7,13,10,,ITALY,,TYRRHENIAN CALABRIA,38.58,16.20,50.00,,,,,
1783,3,1,1,40,,ITALY,,TYRRHENIAN CALABRIA,38.77,16.30,50.00,,,3.00,,
1783,3,24,12,,,ITALY,,MESSINA STRAITS,38.25,15.72,50.00,,,,,1.00
1783,3,28,18,55,,ITALY,,TYRRHENIAN CALABRIA,38.78,16.47,50.00,,,,,
1784,1,7,,,,ITALY,,IONIAN CALABRIA,38.32,16.40,50.00,,,5.00,,
1784,1,9,2,0,,ITALY,,TYRRHENIAN CALABRIA,,,50.00,,,3.00,,
1784,1,19,,,,ITALY,,MESSINA STRAITS,38.17,15.63,50.00,,,3.00,,
1784,3,28,,,,MEXICO,,S. MEXICO,16.90,-99.90,88.00,3.00,,,,
1784,5,13,12,35,,PERU,,S. PERU,-16.50,-72.00,89.00,,,,,383.00
1787,3,28,17,30,,MEXICO,,SAN MARCOS,16.50,-98.50,88.00,4.00,2.00,2.50,,11.00
1787,4,3,15,30,,MEXICO,,SAN MARCOS,15.50,-97.00,88.00,4.00,2.00,1.00,,
1787,10,27,,,,JAMAICA,,MONTEGO BAY,18.47,-77.92,74.00,,,,,
1787,,,,,,PORTUGAL,,AZORES,38.50,-28.00,73.00,,,,,
1788,7,8,,,,IRISH SEA,,IRISH SEA,,,73.00,,,,,
1788,7,21,,,,USA,AK,"ALASKA PENINSULA, AK",57.00,-153.00,87.00,30.00,3.00,4.00,,
1788,8,6,,,,USA,AK,"SHUMAGIN ISLANDS, AK",55.00,-161.00,87.00,88.00,3.30,4.00,,
1789,,,,,,JAPAN,,SANRIKU,38.00,141.00,85.00,,1.00,,,
1790,9,11,,,,USA,AK,"E. ALEUTIAN ISLANDS, AK",,,87.00,,,,,
1790,10,9,1,15,,ALGERIA,,ORAN,35.70,-0.60,50.00,,,4.00,,3000.00
1791,4,15,,,,RUSSIA,,KAMCHATKA,56.00,163.00,86.00,,,,,
1791,5,13,,,,JAPAN,,RYUKYU ISLANDS,32.80,130.30,85.00,11.00,2.00,2.50,,
1791,9,13,,,,JAPAN,,OASAKA BAY,34.50,135.40,85.00,,1.00,1.00,,
