Year,Month,Day,Hour,Minute,Second,FocalDepth,EQRichterMag,EQMomentMag,ModMercalli,Country,State,LocationName,Lat,Lon,DeathCount,Tsunami
1993,3,20,14,51,60,12,6,6,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE): NGAMRING,29.08,87.33,2.00,No
1993,3,25,13,34,35,21,6,6,7,USA,WA,WASHINGTON-OREGON BORDER,45.04,-122.61,,No
1993,3,26,22,52,47,30,5,5,,IRAN,,IRAN:  BOVIR AHMADI VA KOHKILUYEH,30.69,50.89,,No
1993,4,18,9,16,23,106,6,6,,PERU,,PERU:  LIMA,-11.65,-76.53,,No
1993,6,22,16,32,44,33,5,5,,IRAN,,IRAN:  BOVIR AHMADI VA KOHKILUYEH,30.15,50.81,,No
1993,7,10,20,40,59,20,6,6,,COSTA RICA,,"COSTA RICA:  TURRIALBA, CARTAGO",9.82,-83.62,2.00,No
1993,7,14,12,31,49,23,6,6,,GREECE,,GREECE:  PATRAS,38.22,21.76,,No
1993,8,1,0,20,41,13,6,6,,SUDAN,,SUDAN:  KHARTOUM,15.39,31.69,2.00,No
1993,9,10,19,12,55,34,7,7,,GUATEMALA,,GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS,14.72,-92.65,1.00,No
1993,9,21,3,28,55,11,6,6,7,USA,OR,OREGON:  KLAMATH FALLS,42.31,-122.01,,No
1993,9,29,22,25,49,7,6,6,8,INDIA,,"INDIA:  LATUR-OSMANABAD, KILLARI",18.07,76.45,11000.00,No
1993,10,13,2,6,0,25,7,7,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY,-5.89,146.02,60.00,No
1993,10,20,16,15,60,37,5,,,NEPAL,,NEPAL: NW; INDIA:  UTTAR PRADESH,28.72,82.28,,No
1993,11,12,13,27,28,10,5,,,INDIA,,INDIA:  LATUR,18.12,76.53,,No
1993,11,30,20,37,13,18,6,6,,CHINA,,CHINA:  SOUTHERN XINJIANG:  SHUFU,39.26,75.53,,No
1993,2,7,13,27,42,11,6,6,,JAPAN,,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",37.63,137.25,,Yes
1993,6,8,13,3,36,71,8,8,,RUSSIA,,RUSSIA:  KAMCHATKA,51.22,157.83,,Yes
1993,6,18,11,52,55,20,7,7,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.89,-176.82,,Yes
1993,7,12,13,17,12,17,8,8,8,JAPAN,,JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA,42.85,139.20,231.00,Yes
1993,8,7,19,42,42,13,6,6,,JAPAN,,JAPAN,41.99,139.84,,Yes
1993,8,8,8,34,25,59,8,8,9,USA TERRITORY,GU,"GUAM:  TUMAN BAY, APRA HARBOR",12.98,144.80,,Yes
1993,11,13,1,18,4,34,7,7,,RUSSIA,,RUSSIA:  KAMCHATKA,51.93,158.65,,Yes
1994,1,3,5,52,28,8,6,6,,CHINA,,CHINA:  QINGHAI PROVINCE:  GONGHE,36.03,100.10,,No
1994,1,16,1,49,16,5,5,,5,USA,PA,"PENNSYLVANIA: READING, FELT TO CANADA",40.33,-76.04,,No
1994,2,3,9,5,4,8,6,6,7,USA,WY,WYOMING:  AFTON,42.76,-110.98,,No
1994,2,5,23,34,10,14,6,6,,UGANDA,,"UGANDA:  FORT PORTAL, KASESE; ZAMBIA",0.59,30.04,7.00,No
1994,2,15,17,7,44,23,7,7,,INDONESIA,,"INDONESIA:  SOUTHERN SUMATERA, LIWA, LAMPUNG",-4.97,104.30,207.00,No
1994,2,23,8,2,5,6,6,6,,IRAN,,IRAN:  SISTAN,30.85,60.60,6.00,No
1994,3,1,3,49,1,13,6,6,,IRAN,,IRAN:  SOUTHERN:  FIRUZABAD,29.10,52.62,2.00,No
1994,3,2,3,38,4,59,5,5,,HAITI,,HAITI: SAINT-LOUIS DU NORD,19.80,-72.80,4.00,No
1994,3,9,23,28,7,563,8,8,,FIJI,,FIJI ISLANDS,-18.04,-178.41,,No
1994,5,1,12,0,36,19,6,6,6,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  TASHIAK, TERMIZ",36.90,67.16,,No
1994,6,5,1,9,30,11,6,6,,TAIWAN,,"TAIWAN:  CHI-LUNG, I-LAN, TAIPEI, NAN-AO",24.51,121.91,1.00,No
1994,6,6,20,47,41,12,7,7,,COLOMBIA,,"COLOMBIA:  CAUCA, HUILA",2.92,-76.06,650.00,No
1994,6,9,0,33,16,631,8,8,,BOLIVIA,,"BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA",-13.84,-67.55,5.00,No
1994,6,18,3,25,16,14,7,7,6,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-42.96,171.66,,No
1994,6,20,9,9,3,9,6,6,,IRAN,,"IRAN:  FIRUZABAD, SHIRAZ",28.97,52.61,3.00,No
1994,8,18,1,13,6,9,6,6,,ALGERIA,,ALGERIA:  MASCARA,35.52,-0.11,171.00,No
1994,12,26,14,10,29,23,6,6,7,USA,CA,"CALIFORNIA:  EUREKA, SAMOA, ARCATA, BLUE LAKE",40.74,-124.31,,No
1994,12,31,2,57,21,33,5,5,,CHINA,,"CHINA:  GUANGXI PROVINCE, GUANDONG PROVINCE",20.52,109.33,,No
1994,1,17,12,30,55,18,7,7,9,USA,CA,CALIFORNIA:  NORTHRIDGE,34.21,-118.54,60.00,Yes
1994,1,21,2,24,30,20,7,7,,INDONESIA,,INDONESIA:  KAU,1.02,127.73,9.00,Yes
1994,4,8,1,10,41,13,6,6,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.61,143.68,,Yes
1994,5,24,4,0,42,16,7,7,4,TAIWAN,,TAIWAN,23.96,122.45,,Yes
1994,6,2,18,17,34,18,8,8,,INDONESIA,,INDONESIA:  JAVA,-10.48,112.84,238.00,Yes
1994,6,3,21,6,60,26,7,7,,INDONESIA,,INDONESIA:  JAVA,-10.36,112.89,,Yes
1994,6,4,0,57,51,11,7,7,,INDONESIA,,INDONESIA:  JAVA,-10.78,113.37,,Yes
1994,6,5,1,45,3,17,6,6,,INDONESIA,,INDONESIA:  JAVA,-10.34,113.37,,Yes
1994,9,1,15,15,53,10,7,7,6,USA,CA,CALIFORNIA:  NORTH:  HONEYDEW,40.40,-125.68,,Yes
1994,10,4,13,22,56,14,8,8,9,RUSSIA,,RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO,43.77,147.32,11.00,Yes
1994,10,8,21,44,7,17,7,7,,INDONESIA,,INDONESIA:  HALMAHERA,-1.26,127.98,1.00,Yes
1994,10,9,7,55,40,33,7,7,,RUSSIA,,RUSSIA:  KURIL ISLANDS,43.91,147.92,,Yes
1994,11,14,19,15,31,32,7,7,,PHILIPPINES,,PHILIPPINES:  MINDORO,13.53,121.07,81.00,Yes
1994,12,28,12,19,23,27,8,8,9,JAPAN,,JAPAN:  HONSHU,40.53,143.42,3.00,Yes
1995,1,19,15,5,3,17,7,7,,COLOMBIA,,"COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES",5.05,-72.92,7.00,No
1995,2,5,22,51,5,21,7,7,,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND; S ISLAND:  CHRISTCHURCH,-37.76,178.75,,No
1995,2,8,18,40,25,74,6,6,,COLOMBIA,,"COLOMBIA:  CALI, PEREIRA, ARMENIA, CALARCA",4.10,-76.62,45.00,No
1995,2,23,21,3,1,10,6,6,7,CYPRUS,,"CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA",35.05,32.28,2.00,No
1995,3,19,23,53,15,33,7,7,,INDONESIA,,INDONESIA:  IRIAN JAYA REGION,-4.18,135.11,,No
1995,4,1,3,49,34,11,5,5,,JAPAN,,"JAPAN:  NIIGATA PREFECTURE, SADO",37.93,139.19,,No
1995,7,11,21,46,40,13,7,7,,CHINA,,"CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND",21.97,99.20,11.00,No
1995,7,21,22,44,5,13,6,6,,CHINA,,"CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI",36.43,103.12,14.00,No
1995,10,1,15,57,16,33,6,6,8,TURKEY,,"TURKEY:   DINAR, EVCILER",38.06,30.13,95.00,No
1995,10,3,1,51,24,24,7,7,,ECUADOR,,ECUADOR:  QUITO,-2.75,-77.88,2.00,No
1995,10,6,5,23,19,9,6,6,,USA,AK,ALASKA:  FAIRBANKS NORTH STAR COUNTY,65.17,-148.57,,No
1995,10,6,18,9,46,33,7,7,,INDONESIA,,"INDONESIA:  SUMATERA, JAMBI PROVINCE",-2.05,101.44,84.00,No
1995,10,23,22,46,51,10,6,6,,CHINA,,CHINA:  YUNNAN PROVINCE:  WUDING,26.00,102.23,81.00,No
1995,1,16,20,46,52,22,7,7,11,JAPAN,,"JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA",34.58,135.02,5502.00,Yes
1995,4,7,22,6,57,21,7,7,,SAMOA,,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE,-15.20,-173.53,,Yes
1995,4,21,0,34,46,21,7,7,,PHILIPPINES,,PHILIPPINES:  SAMAR,12.06,125.58,,Yes
1995,4,21,5,17,1,23,7,7,,PHILIPPINES,,PHILIPPINES:  SAMAR,12.05,125.92,,Yes
1995,5,13,8,47,13,14,7,7,8,GREECE,,"GREECE:  GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",40.15,21.70,,Yes
1995,5,14,11,33,21,13,7,7,7,INDONESIA,,"INDONESIA:  TIMOR, DILI, MALIANA, MAUBARA",-8.45,125.05,11.00,Yes
1995,5,16,20,12,44,20,8,,3,NEW CALEDONIA,,NEW CALEDONIA:  NOUMEA; VANUATU:  PORT-VILA,-23.01,169.90,,Yes
1995,5,27,13,3,53,11,7,,9,RUSSIA,,"RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO",52.63,142.83,1989.00,Yes
1995,6,15,0,15,49,14,7,7,7,GREECE,,"GREECE:  AIYION, ERATINI",38.40,22.28,26.00,Yes
1995,7,30,5,11,24,46,8,8,7,CHILE,,"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.29,3.00,Yes
1995,8,16,10,27,29,30,8,8,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN",-5.80,154.18,,Yes
1995,9,14,14,4,31,23,7,7,,MEXICO,,"MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY",16.78,-98.60,3.00,Yes
1995,10,9,15,35,54,33,8,8,,MEXICO,,"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE",19.06,-104.21,50.00,Yes
1995,10,18,10,37,26,28,7,7,,JAPAN,,JAPAN:  RYUKU IS.,27.93,130.18,,Yes
1995,10,19,2,41,36,20,7,7,,JAPAN,,JAPAN:  RYUKU IS.,28.09,130.15,,Yes
1995,11,1,0,35,33,20,7,7,,CHILE,,CHILE:  NEAR CENTRAL COAST,-28.91,-71.42,,Yes
1995,11,22,4,15,12,10,7,7,8,EGYPT,,EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,28.83,34.80,11.00,Yes
1995,12,3,18,1,9,33,8,8,5,RUSSIA,,"RUSSIA:  KURIL ISLANDS:  ITURUP, MATUA, KUNASHIR",44.66,149.30,,Yes
1996,2,3,11,14,20,11,7,7,9,CHINA,,CHINA:  YUNNAN PROVINCE:  LIJIANG,27.29,100.28,322.00,No
1996,3,19,15,0,26,28,6,6,,CHINA,,"CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI",39.99,76.70,24.00,No
1996,3,28,23,3,50,33,6,6,6,ECUADOR,,"ECUADOR:  COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO",-1.04,-78.74,,No
1996,4,29,14,40,41,44,7,7,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  BOUGAINVILLE ISLAND,-6.52,155.00,,No
1996,5,3,3,32,47,26,6,6,8,CHINA,,"CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT",40.77,109.66,23.00,No
1996,9,5,20,44,9,10,6,6,8,CROATIA,,"BALKANS NW:  CROATIA:  STON, SLANO",42.80,17.94,,No
1996,1,1,8,5,11,24,8,8,6,INDONESIA,,"INDONESIA:  SULAWESI: MINAHASSA PENINSULA, TOLITOLI",0.73,119.93,9.00,Yes
1996,2,17,5,59,31,33,8,8,,INDONESIA,,"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI",-0.89,136.95,164.00,Yes
1996,2,21,12,51,1,10,8,8,4,PERU,,"PERU:  NORTHERN:  CHIMBOTE, CALLAO",-9.59,-79.59,12.00,Yes
1996,2,25,3,8,16,21,7,7,,MEXICO,,MEXICO:  OFF COAST OF GUERRERO,15.98,-98.07,,Yes
1996,6,10,4,3,35,33,8,8,6,USA,AK,ALASKA:  ANDREANOF ISLANDS,51.56,-177.63,,Yes
1996,6,10,15,24,56,24,7,7,,USA,AK,ALASKA:  ANDREANOF ISLANDS,51.48,-176.85,,Yes
1996,9,4,18,16,2,33,6,6,,JAPAN,,"HONSHU ISLAND, JAPAN",31.56,139.93,,Yes
1996,9,5,8,14,14,10,7,7,,CHILE,,CHILE:  EASTER ISLAND REGION,-22.12,-113.44,,Yes
1996,9,5,23,42,6,20,7,7,,TAIWAN,,TAIWAN REGION,21.90,121.50,,Yes
1996,10,18,10,50,21,10,7,7,,JAPAN,,JAPAN:  KYUSHU ISLAND,30.57,131.09,,Yes
1996,10,19,14,44,41,22,7,7,,JAPAN,,JAPAN:  KYUSHU ISLAND,31.89,131.47,,Yes
1996,11,12,16,59,44,33,8,8,8,PERU,,"PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA",-14.99,-75.68,14.00,Yes
1996,12,2,22,17,59,49,7,7,,JAPAN,,JAPAN:  KYUSHU,31.79,131.31,,Yes
1997,1,9,13,43,32,22,6,6,7,KYRGYZSTAN,,"KYRGYZSTAN:  DZHERGETAL, KOSHTEBE, KAZARMAN",41.03,74.28,,No
1997,1,11,20,28,26,33,7,7,,MEXICO,,"MEXICO:  MICHOACAN, ARTEAGA",18.22,-102.76,,No
1997,1,12,12,10,51,10,5,,6,ALBANIA,,"ALBANIA:  BERAT, URA VAJGURORE, GRAMSH, CERRIK",40.96,19.67,,No
1997,1,21,1,48,30,33,6,6,,CHINA,,CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY,39.47,77.00,12.00,No
1997,2,4,10,37,47,10,7,7,8,IRAN,,"IRAN:  BOJNURD, SHIRVAN, ESFARAYEN",37.66,57.29,88.00,No
1997,2,27,21,8,2,33,7,7,,PAKISTAN,,"PAKISTAN:  HARNAI-SIBI, QUETTA",29.98,68.21,60.00,No
1997,2,28,12,57,19,10,6,6,7,IRAN,,IRAN:  ARDABIL,38.08,48.05,1100.00,No
1997,3,1,6,4,14,22,6,6,,CHINA,,"CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI",39.42,76.84,2.00,No
1997,3,19,19,57,12,50,5,,,PAKISTAN,,"PAKISTAN:  BAJAUR, CHITRAL",34.87,71.62,,No
1997,3,26,8,31,47,10,6,6,6,JAPAN,,"JAPAN:  KYUSHU, KAGOSHIMA",31.92,130.43,,No
1997,4,5,23,46,20,33,6,6,,CHINA,,"CHINA:  S. XINJIANG, JIASHI COUNTY",39.51,76.87,,No
1997,4,6,4,36,35,33,6,6,,CHINA,,CHINA:  S. XINJIANG,39.54,77.00,,No
1997,4,11,5,34,43,15,6,6,,CHINA,,"CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA",39.53,76.94,9.00,No
1997,4,22,9,31,23,5,7,7,,TRINIDAD AND TOBAGO,,TOBAGO,11.11,-60.89,,No
1997,4,23,19,44,28,101,7,7,7,USA TERRITORY,GU,GUAM,13.99,144.90,,No
1997,5,10,7,57,30,10,7,7,10,IRAN,,"IRAN:  BIRJAND, GHAEN",33.83,59.81,1728.00,No
1997,5,13,14,13,46,196,6,6,,AFGHANISTAN,,"AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR",36.41,70.95,,No
1997,5,21,22,51,29,36,6,6,8,INDIA,,INDIA:  SOUTHERN:  JABALPUR,23.08,80.04,56.00,No
1997,6,25,19,38,41,10,6,6,,IRAN,,"IRAN:  BIRJAND, QAYEN",33.94,59.48,,No
1997,7,21,8,45,49,5,5,,,SOUTH AFRICA,,SOUTH AFRICA:  AVGOLD'S HARTEBEESTFONTEIN MINE,-26.86,26.62,15.00,No
1997,8,20,7,15,16,33,6,6,,INDONESIA,,"INDONESIA:  N. SUMATERA, ACEH, BANDA ACEH, MEDAN",4.36,96.49,,No
1997,9,26,0,33,12,10,6,6,8,ITALY,,"ITALY:  CENTRAL:  MARCHE, UMBRIA",43.05,12.88,,No
1997,9,26,9,40,26,10,6,6,10,ITALY,,"ITALY:  CENTRAL:  MARCHE, UMBRIA",43.08,12.81,14.00,No
1997,9,28,1,38,29,33,6,6,,INDONESIA,,"INDONESIA:  SULAWESI, PAREPARE",-3.78,119.73,20.00,No
1997,10,15,1,3,33,58,7,7,,CHILE,,"CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA",-30.93,-71.22,8.00,No
1997,11,8,10,2,53,33,8,8,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),35.07,87.33,,No
1997,11,18,13,7,42,33,7,7,,GREECE,,"GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI",37.57,20.66,,No
1997,11,21,11,23,6,54,6,6,,INDIA,,"INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH",22.21,92.70,23.00,No
1997,11,25,12,14,34,24,7,7,,INDONESIA,,"INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO",1.24,122.54,,No
1997,4,21,12,2,26,33,8,8,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU,-12.58,166.68,,Yes
1997,7,9,19,24,13,20,7,7,5,VENEZUELA,,VENEZUELA:  CARIACO-CUMANA,10.60,-63.49,81.00,Yes
1997,9,30,6,27,25,10,6,6,,JAPAN,,JAPAN:  HONSHU:  S,31.96,141.88,,Yes
1997,10,14,9,53,18,167,8,8,,TONGA,,TONGA ISLANDS,-22.10,-176.77,,Yes
1997,12,5,11,26,55,33,8,8,7,RUSSIA,,"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK",54.84,162.04,,Yes
1998,1,10,3,50,42,30,6,6,8,CHINA,,"CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI",41.08,114.50,70.00,No
1998,1,10,8,20,6,33,7,7,,GUATEMALA,,"GUATEMALA:  QUEZALTENANGO, SAN MARCOS, SOLOLA",14.37,-91.47,,No
1998,2,3,3,2,0,33,6,6,,MEXICO,,"MEXICO:  OAXACA, SAN AGUSTIN, SAN FRANCISCO",15.88,-96.30,,No
1998,2,4,14,33,21,33,6,6,,AFGHANISTAN,,AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE,37.08,70.09,2323.00,No
1998,2,20,12,18,6,236,6,6,,AFGHANISTAN,,"AFGHANISTAN-TAJIKISTAN:  YAR HUSAIN, ASTOR",36.48,71.09,1.00,No
1998,3,14,19,40,27,9,7,7,,IRAN,,"IRAN:  GOLBAF, BAFT, KERMAN",30.15,57.61,5.00,No
1998,3,19,13,51,34,33,6,6,,CHINA,,"CHINA:  SOUTHERN XINJIANG: ARTUX, KASHGAR",39.98,76.73,,No
1998,4,3,7,26,37,10,5,5,,ITALY,,"ITALY:  CENTRAL:  GUALDO, TADINO-NOCERA UMBRA",43.16,12.70,,No
1998,4,10,15,0,53,33,6,6,,IRAN,,"IRAN:  BIRJAND, GONABAD",32.46,59.98,12.00,No
1998,4,12,10,55,33,10,6,6,8,AUSTRIA,,"AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID",46.25,13.65,1.00,No
1998,5,22,4,48,50,24,7,7,,BOLIVIA,,"BOLIVIA:  CENTRAL:  AIQUILE, TOTORA",-17.73,-65.43,105.00,No
1998,5,28,21,11,44,33,6,6,,CHINA,,CHINA:  SOUTHERN XINJIANG,37.39,78.84,,No
1998,5,30,6,22,29,33,7,7,,AFGHANISTAN,,"AFGHANISTAN:  BADAKHSHAN, TAKHAR",37.11,70.11,4700.00,No
1998,6,27,13,55,52,33,6,6,8,TURKEY,,"TURKEY:  ADANA, CEYHAN",36.88,35.31,145.00,No
1998,7,9,5,19,7,10,6,6,,AZORES (PORTUGAL),,"AZORES:  FAIAL, PICO, TERCEIRA",38.65,-28.63,10.00,No
1998,7,9,14,19,18,26,6,6,,ARMENIA,,"ARMENIA-AZERBAIJAN-IRAN:  ASTARA, BILASUVAR, IMISLI",38.72,48.51,,No
1998,7,17,4,51,15,13,6,6,5,TAIWAN,,"TAIWAN:  CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG",23.41,120.74,5.00,No
1998,8,4,18,59,20,33,7,7,,ECUADOR,,"ECUADOR:  BAHIA DE CARAQUEZ, CANOA",-0.59,-80.39,3.00,No
1998,8,27,9,3,37,33,6,6,,CHINA,,CHINA:  SOUTHERN XINJIANG:  JIASHI,39.66,77.34,3.00,No
1998,9,28,13,34,30,152,7,7,,INDONESIA,,"INDONESIA:  JAWA, MALANG, BLITAR, BANTUR",-8.19,112.41,1.00,No
1998,9,29,22,14,50,10,6,6,8,SERBIA,,"BALKANS NW:  SERBIA:  BELGRADE, LJIG, VALJEVO",44.21,20.08,1.00,No
1998,9,30,23,42,54,10,5,5,,ALBANIA,,"ALBANIA:  KUKES, PESHKOPI",41.93,20.39,,No
1998,10,5,2,20,34,39,5,5,,IRAN,,"IRAN:  WESTERN:  DARREH SHAHR, POL-E-DOKHTAR",33.20,47.23,,No
1998,11,13,13,1,11,33,5,5,,IRAN,,IRAN:  SOUTHERN:  BIGHERD-KHONJ,27.79,53.61,5.00,No
1998,11,19,11,38,15,33,6,6,,CHINA,,"CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG",27.31,101.03,5.00,No
1998,12,1,7,37,56,10,5,,,CHINA,,CHINA:  YUNNAN PROVINCE  SOUTHEASTERN,26.37,104.02,,No
1998,3,25,3,12,25,10,8,8,,ANTARCTICA,,BALLENY ISLANDS,-62.88,149.53,,Yes
1998,5,3,23,30,22,33,8,8,,TAIWAN,,TAIWAN,22.31,125.31,,Yes
1998,7,17,8,49,16,25,7,7,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SISSANO,-2.94,142.58,1636.00,Yes
1998,11,29,14,10,32,33,8,8,7,INDONESIA,,"INDONESIA:  MANGOLE, MANADO, TALIABU",-2.07,124.89,41.00,Yes
1999,1,25,18,19,17,17,6,6,,COLOMBIA,,"COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA",4.46,-75.72,1185.00,No
1999,2,1,23,57,53,33,3,,3,RUSSIA,,"RUSSIA:  MAKHACHKALA, DAGESTAN",42.96,46.95,,No
1999,2,2,13,45,17,10,5,,7,SPAIN,,"SPAIN:  MULA, PUEBLA DE MULA",38.19,-1.57,,No
1999,2,11,14,8,52,33,6,6,,AFGHANISTAN,,"AFGHANISTAN:  LOWGAR, VARDAK, KABUL",34.26,69.36,70.00,No
1999,3,4,5,38,27,33,7,7,,IRAN,,IRAN:  SOUTHERN:  KERMAN,28.34,57.19,1.00,No
1999,3,11,13,18,9,33,5,5,,CHINA,,CHINA:  NE: ZHANGBEI COUNTY,41.13,114.66,,No
1999,3,28,19,5,11,15,7,7,8,INDIA,,"INDIA:  CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL",30.51,79.40,100.00,No
1999,4,3,6,17,18,87,7,7,6,PERU,,"PERU:  CAMANA, AREQUIPA",-16.66,-72.66,1.00,No
1999,5,6,23,0,53,33,6,6,,IRAN,,IRAN:  SOUTHERN:  FARS PROVINCE,29.50,51.88,26.00,No
1999,6,4,9,12,50,33,5,5,5,AZERBAIJAN,,"AZERBAIJAN:  AGDAS, UCAR, AGALI",40.80,47.45,1.00,No
1999,6,15,20,42,6,70,7,7,,MEXICO,,"MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO",18.39,-97.44,20.00,No
1999,6,21,17,43,5,69,6,6,,MEXICO,,MEXICO:  GUERRERO:  COAHUAYUTLA; MICHOACAN: CUITZEO,18.32,-101.54,,No
1999,7,11,14,14,17,10,7,7,,GUATEMALA,,GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W,15.78,-88.33,2.00,No
1999,7,22,10,42,12,10,4,,,BANGLADESH,,"BANGLADESH:  MAHESHKHALI ISLAND, COX'S BAZAAR",21.54,91.90,6.00,No
1999,8,31,8,10,50,10,5,5,,TURKEY,,TURKEY:  IZMIT,40.71,29.95,1.00,No
1999,9,7,11,56,49,10,6,6,9,GREECE,,GREECE:  ATHENS,38.12,23.61,143.00,No
1999,9,13,11,55,28,13,6,6,,TURKEY,,TURKEY:  ADAPAZARI-GOLUCK-KOCAELI,40.71,30.05,7.00,No
1999,9,20,17,47,18,33,8,8,10,TAIWAN,,"TAIWAN:  NANTOU, TAICHUNG, TAIZHONG",23.77,120.98,2297.00,No
1999,9,25,23,52,49,17,7,7,,TAIWAN,,TAIWAN:  CENTRAL,23.74,121.16,,No
1999,9,30,16,31,16,61,8,8,8,MEXICO,,MEXICO:  OAXACA,16.06,-96.93,35.00,No
1999,10,16,9,46,44,,7,7,7,USA,CA,"CALIFORNIA:  LUDLOW, LANDERS, TWENTYNINE PALMS",34.59,-116.27,,No
1999,10,22,2,18,59,33,6,6,6,TAIWAN,,TAIWAN:  CHIA-I,23.45,120.51,1.00,No
1999,10,31,13,27,42,62,4,,,PERU,,"PERU:  CHUSCHI, CANGALLo, HUANCAPI",-13.64,-74.43,,No
1999,11,1,13,25,17,10,5,5,,CHINA,,CHINA:  SHANXI:  NORTHEASTERN,39.90,113.98,,No
1999,11,11,14,41,26,22,6,6,,TURKEY,,"TURKEY:  ADAPAZARI, KOCEALI, GOLCUK",40.74,30.27,2.00,No
1999,11,12,16,57,20,10,7,7,9,TURKEY,,"TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK",40.76,31.16,894.00,No
1999,11,24,16,40,21,33,5,,,CHINA,,CHINA:  YUNNAN PROVINCE:  CHENGJIANG,24.59,102.87,1.00,No
1999,11,26,4,27,25,33,5,5,,IRAN,,IRAN:  GORGAN,36.92,54.90,,No
1999,11,29,4,10,41,10,5,,,CHINA,,CHINA:  NORTHEASTERN:  SANJIANFANG,40.46,122.89,,No
1999,12,3,17,6,55,19,6,6,,TURKEY,,"TURKEY:  GORESKEN, ERZURUM PROVINCE",40.36,42.35,,No
1999,12,11,18,3,36,33,7,7,7,PHILIPPINES,,"PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ",15.77,119.74,5.00,No
1999,12,21,14,14,58,56,7,7,,INDONESIA,,"INDONESIA:  PANDEGLANG, W JAWA, SE SUMATERA",-6.85,105.56,5.00,No
1999,12,22,17,36,56,10,6,6,7,ALGERIA,,ALGERIA:  NORTHERN:  AIN TEMOUCHENT,35.32,-1.28,24.00,No
1999,8,17,0,1,39,13,8,8,10,TURKEY,,"TURKEY:  ISTANBUL, KOCAELI, SAKARYA",40.76,29.97,17118.00,Yes
1999,11,26,13,21,16,33,8,8,,VANUATU,,VANUATU ISLANDS:  PENTECOST,-16.42,168.21,10.00,Yes
