Year,Month,Day,Hour,Minute,Second,FocalDepth,EQRichterMag,EQMomentMag,ModMercalli,Country,State,LocationName,Lat,Lon,DeathCount,Tsunami
942,6,,,,    ,20,7,,9,UZBEKISTAN,,UZBEKISTAN:  BUKHARA,39.70,64.50,,No
942,9,15,,,,,,,,IRAN,,IRAN:  LADNESA,36.00,51.70,,No
943,8,20,,,,,,,,TURKMENISTAN,,TURKMENISTAN:  NISA,38.00,58.30,,No
951,,,,,    ,,,,9,SYRIA,,"SYRIA:  HALAB (ALEPPO),RAHBA,DULUK; TURKEY: ANTAKYA",36.10,37.10,,No
953,8,20,,,    ,18,7,,10,TURKMENISTAN,,TURKMENISTAN:  NISA,38.00,58.30,,No
956,4,15,,,    ,,,,,IRAN,,IRAN:  HAMADAN,34.90,48.40,,No
957,4,,,,,,,,7,IRAQ,,"IRAQ:  HALWAN; IRAN:  KEREND,QASR-E-SHIRIN",34.80,44.80,,No
957,,,,,    ,,,,,IRAN,,"IRAN:  RAY, TALQAN",35.70,51.40,,Yes
958,2,23,,,    ,,,,,IRAN,,IRAN:  REY (RAY); AFGHANISTAN: TALQAN,35.30,51.20,,No
958,3,,,,    ,,,,,IRAQ,,"IRAQ:  HALWAN,JALULA,KHANIKIN,BAGHDAD",33.20,44.20,,No
963,7,22,,,,,,,11,ITALY,,ITALY:  SICILY,38.00,15.00,,Yes
972,,,,,    ,,,,9,TURKEY,,TURKEY:  ANTAKYA (ANTIOCH); SYRIA,36.10,36.10,,No
977,8,19,,,    ,,,,,IRAN,,IRAN:  TAHERI (SIRAF),27.40,52.20,,No
978,6,17,,,,,5,,7,IRAN,,IRAN:  TAHERI (SIRAF),27.70,52.30,2000.00,No
985,2,10,,,    ,,,,,ITALY,,ITALY:  BENEVENTO,41.10,14.80,,No
986,5,13,,,,,,,8,IRAQ,,IRAQ:  AL-MAWSIL (MOSUL),36.20,43.10,,No
990,,,,,    ,,,,10,ITALY,,ITALY:  BENEVENTO,41.10,14.80,,No
991,4,5,,,    ,,,,9,SYRIA,,SYRIA:  DIMASHQ (DAMASCUS),33.50,36.30,,Yes
999,8,23,,,,,,,,CHINA,,CHINA:  HUNAN PROVINCE,29.00,112.00,,No
999,10,,,,,,6,,7,CHINA,,CHINA:  JIANGSU PROVINCE:   CHANGZHOU,31.80,119.90,,No
1000,1,,,,,,,,8,SLOVENIA,,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.00,14.50,,No
1000,4,30,,,,,,,,CHINA,,CHINA:  SHAANXI PROVINCE,35.00,110.00,62.00,No
1001,1,,,,,,,,,CHINA,,CHINA:  SHAANXI PROVINCE:  TSIN,34.30,109.00,60.00,No
1001,,,,,    ,,6,,,ITALY,,ITALY:  VERONA,45.30,11.00,,No
1003,,,,,    ,,,,,FRANCE,,FRANCE:  BURGUNDY,47.00,6.00,,No
1003,,,,,,20,4,,7,TURKEY,,"TURKEY:  KARS, DIGOR, ANI (ARMENIA)",40.50,43.30,,No
1007,9,17,,,,,,,8,IRAQ,,"IRAN-IRAQ:  DINAVAR,BAGHDAD, TIGRIS-KTESIPHON",33.20,44.20,,No
1008,4,11,,,,,7,,,IRAN,,IRAN-IRAQ:  DAINAWAR,27.67,52.35,16000.00,Yes
1010,3,9,,,    ,,,,10,TURKEY,,TURKEY,41.00,29.50,,No
1013,,,,,,,,,10,ICELAND,,ICELAND:  SUDURLAND,64.00,-21.00,11.00,No
1021,5,12,10,,    ,,,,9,SWITZERLAND,,SWITZERLAND,47.50,7.60,,No
1022,4,,,,,,7,,8,CHINA,,CHINA:  SHAANXI PROVINCE:  DATONG,39.80,113.10,,No
1026,6,16,,,,,8,,,JAPAN,,"JAPAN:  OFF MASUDA, SHIMANE PREFECTURE",34.80,131.80,1001.00,Yes
1033,12,5,,,,,,,10,SYRIA,,"ISRAEL:  RAMALA, GAZA, NABLUS; EGYPT",33.00,35.00,70000.00,Yes
1036,7,,,,,,6,,7,NORTH KOREA,,NORTH KOREA:  KAESONG,37.60,126.30,,No
1037,12,,,,,,,,,CHINA,,CHINA:  JIANGSU PROVINCE:  TAICHOU,32.00,119.00,22391.00,No
1038,1,9,,,,,7,,10,CHINA,,"CHINA:  SHAANXI PROVINCE:  DINGXIANG, XINXIAN",38.40,112.90,,No
1039,2,2,,,,,7,,,TURKEY,,TURKEY:  ISTANBUL (CONSTANTINOPLE),38.40,27.30,,Yes
1040,,,,,,,,,11,TUNISIA,,TUNISIA:  AL-KAIRAWAN,35.70,10.00,,No
1042,8,21,,,,,,,,IRAN,,IRAN:  TABRIZ,38.00,46.20,,No
1042,11,4,13,30,,15,8,,9,IRAN,,IRAN:  TABRIZ,38.10,46.30,50000.00,No
1045,,,,,    ,,,,9,TURKEY,,TURKEY,39.70,39.50,,No
1046,,,,,    ,15,6,,8,TURKEY,,TURKEY:  ANI (ARMENIA),40.50,43.50,,No
1048,,,,,,,,,,UK,,UNITED KINGDOM:  BRITIAN,52.00,        ,,No
1052,3,,,,,,,,,IRAN,,"IRAN:  KHORASAN:  BAIHAQ, NISHAPUR",36.00,58.80,,No
1052,,,,,,,,,,IRAN,,IRAN:  KHUZESTAN:  ARRJAN,30.60,50.30,,No
1057,,,,,,,7,,9,CHINA,,CHINA:  BEIJING,39.70,116.30,25000.00,No
1058,12,8,15,,,,,,,IRAQ,,"IRAQ:  MOSUL, KIRKUK, HAMADAN, TIKRIT, WASIT, AMAH",34.30,44.70,,No
1063,7,,,,    ,,,,8,LEBANON,,"LEBANON:  TARABULUS (TRIPOLIS), TYRE; TURKEY; IRAQ",34.30,35.50,,No
1063,9,23,,,    ,,,,8,TURKEY,,"TURKEY:  ISTANBUL,TRAKYA, ERDEK, IZNIK",40.40,28.90,,No
1064,,,,,    ,,,,,TURKEY,,"TURKEY:  IZNIK,NICAEA",40.70,29.70,,No
1065,1,21,,,    ,,,,10,ITALY,,"ITALY:  SICILY:  CATANIA,MESSINA,MILAZZO,PALE",38.10,15.10,,No
1065,12,3,,,    ,,,,,IRAN,,"IRAN:  KHORASAN,JABAL",35.00,58.00,,No
1066,3,31,,,    ,,,,,IRAN,,IRAN:  KHORASAN,34.00,58.00,,No
1067,11,,,,,,7,,9,CHINA,,CHINA:  GUANGDONG PROVINCE,23.60,116.50,,No
1068,8,14,,,,,6,,8,CHINA,,"CHINA:  HEBEI PROVINCE:  CANGZHOU, HEJIAN",38.50,116.10,,No
1068,3,18,,,,,,,9,ISRAEL,,"ISRAEL:  RAMLA,PALESTINE,JERUSALEM,TABUK,KUFA,HALLA",29.50,34.95,,Yes
1070,2,25,,,    ,,,,,EGYPT,,EGYPT:  AL-QAHIRAH (CAIRO); ISRAEL:  JERUSALEM,30.00,31.10,,No
1072,,,,,,,,,8,YEMEN,,"YEMEN:  SANA, ZABID; SAUDI ARABIA:  MECCA",14.20,43.30,50.00,No
1076,,,,,    ,,,,8,SYRIA,,SYRIA:  (MANY COUNTRIES),35.00,38.00,,No
1082,12,6,,,    ,,,,10,TURKEY,,TURKEY,40.50,28.50,,No
1085,4,29,,,    ,,,,,TURKEY,,TURKEY:  ERZURUM,39.90,41.10,,No
1085,4,29,,,    ,,,,,IRAN,,"IRAN:  ARAJAN,KHUZESTAN",31.00,49.00,,No
1086,4,18,,,    ,,,,8,IRAQ,,"IRAQ:  MESOPOTAMIA,JAZIRAH,BADHARAYA; SYRIA",34.00,44.00,,No
1086,,,,,    ,,,,,ITALY,,ITALY:  SIRACUSA (SYRACUSE),37.00,15.30,,No
1088,4,22,,,    ,10,5,,,GEORGIA,,GEORGIA:  TMOGVI,41.40,43.20,,No
1088,6,10,,,,,7,,,JAPAN,,JAPAN:  SANRIKU,40.50,143.00,,Yes
1089,,,,,    ,,,,8,SYRIA,,SYRIA:  TUDMUR (PALMYRA),34.30,38.20,,No
1091,,,,,    ,,,,9,TURKEY,,TURKEY:  ANTAKYA (ANTIOCH); SYRIA,36.10,36.10,,No
1096,12,17,,,,,8,,,JAPAN,,JAPAN:  ENSHUNADA,34.00,137.50,,Yes
1099,2,22,,,,,8,,,JAPAN,,JAPAN:  NANKAIDO,33.00,135.50,,Yes
1101,,,,,,10,7,,10,IRAN,,IRAN:  KHORASAN,36.00,59.00,60000.00,No
1102,1,15,,,,,,,,CHINA,,"CHINA:  SHANXI PROVINCE:  CHIN,HSI TAI IN TAI,YUAN",37.50,112.60,,No
1102,2,28,,,    ,15,6,,8,AFGHANISTAN,,AFGHANISTAN:  GERAT,35.00,62.10,,No
1106,,,,,,,,,8,TURKEY,,"TURKEY:  ANTAKYA (ANTIOCH), AL-DAINOOR",36.20,36.10,,No
1109,,,,,,,,,11,TURKEY,,TURKEY:  ANTAKYA (ANTIOCH),36.20,36.10,,No
1111,,,,,    ,,,,9,TURKEY,,TURKEY:  VAN,38.50,43.40,,No
1114,3,12,,,,,,,,TURKEY,,"TURKEY:  SANAOSATA,GHISN-MANSUR,KNESUN,MARAS",37.50,38.50,,No
1114,,,,,,,,,10,ITALY,,ITALY:  VITERBO,42.42,12.10,,No
1114,,,,,,,,,,TURKEY,,TURKEY:  ANTAKYA (ANTIOCH); SYRIA:  HALAB (ALEPPO),36.10,36.10,,No
1115,,,,,    ,,,,,IRAN,,"IRAN:  HENGAM ISLAND,KISH ISLAND",26.40,55.50,,No
1115,,,,,,,,,,TURKEY,,TURKEY:  ANTIOCH; SYRIA: ALEPPO; ISRAEL: PALESTINE,36.10,36.10,,No
1115,,,,,,,,,10,TURKEY,,"TURKEY:  HARRAN,KUFA,SAMSAT,EL-SUN",36.80,39.00,,No
1117,1,3,21,30,    ,,,,11,ITALY,,ITALY:  N,45.50,11.00,,No
1117,3,1,,,    ,,,,10,ITALY,,ITALY:  VENEZIA (VENICE) TO EMILIA,44.80,11.30,,No
1118,,,,,,,,,,UK,,UNITED KINGDOM:  IRELAND:  SLIABH-ELPA,,,,No
1119,12,10,,,    ,,7,,,IRAN,,IRAN:  QAZVIN,36.20,50.00,,No
1125,8,30,,,,,7,,9,CHINA,,CHINA:  GANSU PROVINCE,36.10,103.70,,No
1125,10,11,,,    ,,,,10,ITALY,,ITALY:  BENEVENTO,41.10,14.80,,No
1130,2,12,,,    ,,,,,IRAQ,,"IRAQ:  AL-MAWSIL (MOSUL),JABAL,JAZIRAH",36.20,43.10,,No
1130,2,28,,,    ,,,,7,IRAQ,,IRAQ:  BAGHDAD,33.20,44.20,,No
1137,9,19,,,,,,,9,IRAQ,,"IRAQ-SYRIA:  MESOPOTAMIA, MOSUL",36.30,43.10,,No
1137,,,,,    ,,,,,ITALY,,ITALY:  SICILY:  CATANIA,37.30,15.10,,No
1139,,,,,,,,,11,AZERBAIJAN,,AZERBAIJAN:  GYZNDZHA,40.30,46.30,230000.00,No
1143,4,,,,,,6,,8,CHINA,,CHINA:  NINGXIA,38.50,106.30,10000.00,No
1149,5,11,,,    ,,,,,IRAQ,,IRAQ:  BAGHDAD,33.20,44.40,,No
1151,,,,,    ,,,,,PORTUGAL,,PORTUGAL:  LISBON,38.70,-9.10,,No
1151,,,,,    ,,6,,9,SYRIA,,SYRIA:  BUSRA,32.60,36.70,,No
1153,,,,,    ,,,,10,GREECE,,GREECE-ALBANIA,39.80,20.10,,No
1155,1,18,,,,,,,,ITALY,,ITALY:  BORGOGNE,45.80,8.10,,No
1155,,,,,,,,,,SYRIA,,SYRIA:  DIMASHQ; TURKEY:ANTIOCH; LEBANON:TARABULUS,34.50,36.50,,No
1156,10,26,,,,,,,,SYRIA,,"SYRIA:  HALAB (ALEPPO), MALATICH",36.20,37.20,2000.00,No
1157,2,13,,,,,,,,SYRIA,,SYRIA:  HALAB (ALEPPO),35.10,36.30,80000.00,No
1158,,,,,,,,,,SYRIA,,"SYRIA:  MALATYA,DIMASHQ; LEBANON; TURKEY:  ANTAKYA",38.40,38.35,20000.00,No
1160,,,,,    ,,6,,,ISRAEL,,ISRAEL,32.00,35.50,,No
1164,,,,,    ,,,,10,ICELAND,,"ICELAND:  SOUTHLAND,GRIMSNES",64.30,-20.00,,No
1169,,,,,,,,,10,SYRIA,,"SYRIA:  HALAB (ALEPPO),DIMASHQ (DAMASCUS)",36.20,37.20,,No
1169,2,4,,,,,,,11,ITALY,,ITALY:  SICILY:  SIRACUSA (SYRACUSE); CALABRIA,37.30,15.03,16000.00,Yes
1171,,,,,    ,,,,,LEBANON,,LEBANON:  TARABULUS (TRIPOLI),34.40,35.80,,No
1172,,,,,,,,,,ITALY,,ITALY:  SICILY,38.00,15.00,,Yes
1175,7,22,,,    ,,,,,IRAN,,"IRAN:  REY (RAY),QAZVIN",35.30,51.20,,No
1175,,,,,    ,15,7,,10,TURKMENISTAN,,TURKMENISTAN,37.50,65.50,,No
1176,,,,,    ,,,,,IRAN,,IRAN:  REY-QAZVIN,36.30,50.00,,No
1179,,,,,    ,,,,,TURKEY,,TURKEY:  ANTIOCH; SYRIA:DAMASCUS; LEBANON:TRIPOLIS,36.10,36.10,,No
1180,,,,,    ,,,,10,ITALY,,ITALY:  ARIANO,41.10,15.10,,No
1182,,,,,    ,,,,10,ICELAND,,ICELAND:  SOUTHLAND,64.00,-21.00,,No
1182,,,,,    ,,7,,10,SYRIA,,SYRIA:  BUSRA; ISRAEL:  PALESTINE,32.60,36.70,,No
1183,,,,,    ,,,,,SYRIA,,SYRIA:  DIMASHQ; TURKEY: ANTAKYA; LEBANON: TRIPOLI,34.50,36.50,,No
1184,5,24,,,    ,,,,10,ITALY,,ITALY:  COSENZA,39.30,16.20,,No
1201,4,25,14,,,,,,8,SLOVENIA,,BALKANS NW:  SLOVENIA:  STYRIA,46.40,15.30,,No
1202,7,25,,,,,,,,CHINA,,CHINA:  FUJIAN PROVINCE:  KIEN NAN CHAN,27.10,118.40,,No
1202,5,20,,,,,8,,11,SYRIA,,SYRIA:  SOUTHWESTERN,33.50,36.00,30000.00,Yes
1208,7,16,,,,,7,,,IRAN,,"IRAN:  NEYSHABUR (NEISHABUR),FIRRIM",36.30,57.60,,No
1208,,,,,,10,6,,9,TURKMENISTAN,,TURKMENISTAN:  GURGANDZHE,42.00,60.00,,No
1209,12,4,,,,,6,,9,CHINA,,CHINA:  SHAANXI PROVINCE:  FUSHAN,36.00,111.80,3000.00,No
1209,,,,,    ,10,8,,9,IRAN,,IRAN:  NISHAPUR,36.00,58.80,,No
1211,6,15,,,    ,,,,,EGYPT,,EGYPT:  AL-QAHIRAH (CAIRO),30.50,31.30,,No
1219,6,2,,,,,7,,9,CHINA,,CHINA:  NINGXIA,36.00,106.20,10000.00,No
1222,12,25,11,,,,,,10,ITALY,,ITALY:  BRESCIA,45.55,10.22,12000.00,No
1222,5,,,,,,,,,CYPRUS,,CYPRUS,34.50,33.00,,Yes
1223,,,,,    ,,,,10,ITALY,,ITALY:  SIPONTO,41.60,15.90,,No
1227,7,,,,,,6,,7,CHINA,,CHINA:  NINGXIA,38.50,106.30,,No
1227,,,,,,,,,11,FRANCE,,"FRANCE:  LAMBESC,  HIGH ALPS,PROVENCE",43.60,5.30,,No
1231,6,1,,,,,,,10,ITALY,,"ITALY:  S. GERMANO, MONTECASSINO",41.50,13.80,,No
1231,3,11,,,,,7,,8,TURKEY,,TURKEY: ISTANBUL (CONSTANTINOPLE),41.00,28.60,,Yes
1233,,,,,    ,,6,,,ITALY,,ITALY:  VENEZIA (VENICE),45.30,12.20,,No
1237,3,,,,    ,,,,10,ALBANIA,,ALBANIA,41.30,19.50,,No
1237,8,24,,,    ,,,,,IRAN,,IRAN:  GONABAD (DASHT-E-BAYAZ-GONABAD),34.20,58.40,,No
1237,,,,,    ,,,,10,ALBANIA,,ALBANIA:  DURRES,41.20,19.30,,No
1241,5,22,,,,,7,,,JAPAN,,JAPAN:  KAMAKURA,35.20,139.40,,Yes
1248,,,,,    ,,,,,ITALY,,ITALY:  SABAUDIA,41.00,13.00,,No
1255,6,7,,,,,,,,NEPAL,,NEPAL:  KATHMANDU,27.70,85.30,,No
1257,10,9,,,,,8,,,JAPAN,,"SANRIKU, JAPAN",39.00,144.00,,Yes
1257,10,9,,,,,7,,,JAPAN,,JAPAN:  SAGAMI BAY,35.20,139.50,,Yes
1259,,,,,    ,,,,10,ITALY,,ITALY:  TRAPANI,38.00,12.50,,No
1267,,,,,    ,10,6,,9,IRAN,,IRAN:  NEYSHABUR (NEISHABUR),36.00,58.80,,No
1268,,,,,,,,,9,TURKEY,,TURKEY:  ERZINCAN,39.75,39.50,15000.00,No
1269,,,,,,,,,,TURKEY,,"TURKEY:  CICILIA, CEYHAN (SEYHAN)",,,8000.00,No
1272,7,29,,,    ,,,,,IRAN,,IRAN:  TABRIZ,38.00,46.20,,No
1273,,,,,    ,,,,10,ITALY,,ITALY:  POTENZA,40.60,15.80,,No
1273,9,,,,,,7,,9,ALBANIA,,ALBANIA:  DURRES,41.30,19.70,,Yes
1275,4,14,,,    ,28,7,,,GEORGIA,,GEORGIA,42.10,44.20,,No
1276,,,,,,,,,,MOROCCO,,MOROCCO:  EL ARAISH (LARACHE),35.10,-6.10,,No
1277,7,20,,,    ,,5,,,ITALY,,ITALY:  VERONA,45.30,11.00,,No
1279,4,30,,,,,,,11,ITALY,,"ITALY:  FORLI, ROMAGNA, BOLOGNA",44.20,12.00,,No
1280,5,3,,,    ,,,,,IRAN,,IRAN:  NEISHABUR-SHADYAK,36.10,58.50,,No
1280,6,6,,,    ,,,,10,CROATIA,,BALKANS NW:  CROATIA,44.10,15.20,,No
1280,11,3,,,    ,,,,10,CROATIA,,BALKANS NW:  CROATIA,44.10,15.20,,No
1281,,,,,    ,10,6,,9,IRAN,,IRAN:  SHADIYAKH,36.10,58.80,,No
1283,,,,,    ,14,6,,9,GEORGIA,,"GEORGIA:  SAMTSKHE, DZHAVAKHET",41.70,43.20,,No
1284,,,,,    ,,,,10,SYRIA,,SYRIA:  DIMASHQ (DAMASCUS),33.30,36.20,,No
1286,,,,,    ,,,,,FRANCE,,FRANCE:  VANNES,47.40,2.50,,No
1289,8,,,,,,,,,CHINA,,CHINA:  BEIJING,40.00,116.50,10000.00,No
1289,11,25,,,    ,,,,7,FRANCE,,FRANCE:  STRASBOURG,48.60,7.80,,No
1290,9,27,,,,,7,,9,CHINA,,CHINA:  NEI MONGOL:  NINGCHENG,41.50,119.30,100000.00,No
1291,1,4,,,    ,,,,,IRAN,,IRAN:  SHIRAZ,29.40,52.30,,No
1291,8,25,,,,,7,,8,CHINA,,CHINA:  SHAANXI PROVINCE,36.10,111.50,150.00,No
1293,1,11,,,    ,,,,,ISRAEL,,"ISRAEL:  RAMLA,GAZA; JORDAN:  AL-KARAK",32.00,34.90,,No
1293,5,27,,,,,7,,,JAPAN,,JAPAN:  KAMAKURA,35.20,139.40,23024.00,Yes
1295,4,5,,,    ,,,,8,SWITZERLAND,,SWITZERLAND,46.90,9.50,,No
1295,9,4,,,    ,,,,8,SWITZERLAND,,SWITZERLAND,46.90,9.50,,No
1298,11,30,,,    ,,,,10,ITALY,,ITALY:  RIETI,42.40,12.90,,No
1300,9,30,,,    ,,,,10,CROATIA,,BALKANS NW:  CROATIA,44.10,15.20,,No
1300,,,,,    ,,7,,,IRAN,,"IRAN:  NEYSHABUR (NEISHABUR),FIRRIM",36.80,56.00,,No
1300,,,,,    ,,,,,ITALY,,ITALY:  RIETI,42.40,12.90,,No
1301,,,,,    ,,,,,IRAN,,IRAN:  FIRRIM,36.20,53.40,,No
1303,9,17,,,,,8,,11,CHINA,,CHINA:  SHANXI PROVINCE,36.30,111.70,,No
1303,8,8,,,,,,,9,GREECE,,GREECE:  CRETE,34.00,26.00,4000.00,Yes
1304,11,7,,,,,7,,8,IRAN,,IRAN: TABRIZ,38.50,45.50,,No
1305,5,3,,,,,7,,9,CHINA,,"CHINA:  SHANXI PROVINCE:  HUAIREN, DATONG",39.80,113.10,2000.00,No
1306,9,12,,,,,7,,9,CHINA,,CHINA:  NINGXIA:  KAICHENG,35.90,106.10,5000.00,No
1306,,,,,    ,,,,,IRAN,,IRAN:  QESHM ISLAND,26.60,56.20,,No
1306,,,,,,,,,10,GREECE,,GREECE:  CRETE,35.50,25.50,,No
1310,7,,,,,,,,,CHINA,,CHINA:  HUBEI PROVINCE:  KIN MEN,31.20,112.20,3466.00,No
1310,,,,,,,6,,7,IRAQ,,"IRAQ:  SHAHRIZUR, SULAIMANIYA, BAGHDAD",35.60,46.00,,No
1314,10,5,,,,,6,,8,CHINA,,CHINA:  HEBEI:  SHEXIAN,36.50,113.80,340.00,No
1319,,,,,,,,,7,IRAN,,"IRAN:  ST THADDEUS; ARMENIA:  ARARAT, SINI, ANI",39.10,44.50,75.00,No
1319,,,,,,,,,10,ITALY,,ITALY:  MONTECASSINO,41.50,13.80,,No
1320,12,9,,,    ,,,,10,PORTUGAL,,PORTUGAL:  CABO SAN VICENTE:  SW,36.00,-10.70,,No
1323,,,,,    ,,,,10,CROATIA,,BALKANS NW:  CROATIA,45.20,14.70,,No
1327,9,,,,,,5,,6,CHINA,,CHINA:  SICHUAN PROVINCE,30.10,102.70,,No
1328,12,1,,,,,,,10,ITALY,,ITALY:  NORCIA,42.80,13.00,,No
1329,6,28,,,,,,,7,ITALY,,ITALY:  SICILY,37.73,15.00,,Yes
1331,8,15,,,,,7,,,JAPAN,,"SAGAMI, JAPAN",33.70,135.20,,Yes
1332,2,12,,,    ,,,,,TURKEY,,MARMARA SEA,,,,Yes
1336,5,9,,,    ,,,,,IRAN,,IRAN:  QESHM,26.60,56.20,,No
1336,10,21,1,30,,,8,,,IRAN,,IRAN:  KHAF,34.70,59.70,,No
1337,9,8,,,,,7,,8,CHINA,,CHINA:  HEBEI:  HUAILAI,40.40,115.70,,No
1339,,,,,    ,,,,8,LEBANON,,LEBANON:  TARABULUS (TRIPOLIS),34.30,35.50,,No
1340,7,23,,,,,,,,CHINA,,CHINA:  GANSU PROVINCE:  TAO YUEN CHAN,29.00,111.30,360.00,No
1341,1,1,,,,,6,,8,UKRAINE,,UKRAINE:  CRIMEA,44.30,34.30,,Yes
1341,10,31,,,,,7,,,JAPAN,,JAPAN:  JUSANKO,41.00,139.50,2600.00,Yes
1343,6,30,,,    ,,,,10,CROATIA,,BALKANS NW:  CROATIA,44.00,15.00,,No
1343,7,3,,,,,,,,CHINA,,CHINA:  HUNAN PROVINCE:  NAN PI TSIN NAN,34.90,105.80,,No
1343,10,18,,,,,8,,8,TURKEY,,TURKEY:  ISTANBUL (CONSTANTINOPLE),40.80,28.30,,Yes
1344,1,3,,,,,,,9,SYRIA,,"SYRIA:  MEMBIJ, ALEPPO, DIMASHQ  (DAMASCUS)",36.53,37.96,5700.00,No
1344,5,15,,,    ,,,,,IRAN,,IRAN:  ESFAHAN,32.60,51.70,,No
1344,,,,,,,,,,PORTUGAL,,PORTUGAL:  LISBON,38.00,-9.00,,No
1345,9,12,,,    ,,,,,ITALY,,ITALY:  FIRENZE (FLORENCE),43.80,11.30,,No
1346,11,24,23,,    ,,,,8,SWITZERLAND,,SWITZERLAND,47.50,7.60,,No
1347,5,,,,,,,,,CHINA,,"CHINA:  SHANDONG PROVINCE:  LINTOU, CHINGCHOU",36.90,118.20,,No
1348,1,25,15,,,,,,10,AUSTRIA,,AUSTRIA:VILLACH; ITALY:VENETO; SLOVENIA:CELOVAC,46.40,13.50,,No
1349,9,9,,,,,,,10,ITALY,,"ITALY:  L'AQUILA, ABRUZZI, SANNIO",42.30,13.50,2000.00,No
1350,,,,,    ,20,7,,9,GEORGIA,,"GEORGIA:  CHEGEM GORGE, CHREBALO",43.00,43.00,,No
1351,5,14,,,,,6,,7,CHINA,,CHINA:  SHANXI PROVINCE:  YUSHE,37.30,113.00,,No
1352,4,18,,,,,7,,9,CHINA,,CHINA:  GANSU PROVINCE,35.60,105.30,,No
1352,12,25,,,,,,,11,ITALY,,ITALY:  SANSEPOLCRO,43.50,12.10,,No
1353,,,,,    ,,,,11,TURKEY,,TURKEY,40.80,27.00,,No
1354,,,,,    ,,,,7,SYRIA,,"SYRIA:  HAMAH (HAMA),HIMS (HUMS),BALABAKK",35.10,36.40,,No
1356,8,24,,,,,,,10,PORTUGAL,,PORTUGAL:  LISBON; SPAIN:  SEVILLA,36.80,-9.00,,No
1356,10,18,21,30,    ,,,,10,SWITZERLAND,,SWITZERLAND:  BASEL,47.40,7.60,,No
1358,,,,,,,,,8,YEMEN,,"YEMEN:  ZABID,SANA,ADAN",14.10,43.20,,No
1359,3,3,,,,,,,,ALGERIA,,ALGERIA:  ALGIERS,36.80,3.00,,No
1360,,,,,,,,,,IRAN,,IRAN:  QESHM ISLAND,26.80,55.90,,No
1360,11,22,,,,,7,,,JAPAN,,JAPAN:  KUMANONADA,33.40,136.20,,Yes
1361,7,17,,,    ,,,,10,ITALY,,ITALY:  BASILICATA TO POUILLES,40.30,15.60,,No
1361,,,,,,,5,,6,CHINA,,CHINA:  JIANGXI PROVINCE:  YEN HI CHAN,28.80,115.30,,No
1361,8,3,,,,,8,,,JAPAN,,JAPAN:  NANKAIDO,33.00,135.00,660.00,Yes
1365,1,2,,,,,,,,ALGERIA,,ALGERIA:  ALGIERS,36.80,3.00,,Yes
1367,,,,,    ,,,,,IRAN,,IRAN:  KUCHESFAHAN,37.30,49.70,,No
1368,7,8,,,,,6,,7,CHINA,,CHINA:  SHANXI PROVINCE: XUGOU,37.60,112.50,,No
1372,8,16,,,,,5,,6,CHINA,,CHINA:  JIANGSU PROVINCE:  NANJING,32.00,118.80,16.00,No
1374,2,2,,,    ,,,,10,SPAIN,,SPAIN:  RIBAGORZA,42.10,-0.30,,No
1375,,,,,    ,,,,8,SWITZERLAND,,SWITZERLAND,46.90,8.40,,No
1377,,,,,,,,,,YEMEN,,YEMEN:  ADEN (ADAN),12.40,45.10,,No
1380,,,,,    ,,,,10,ALBANIA,,ALBANIA,41.10,20.10,,No
1382,3,17,,,    ,,,,,IRAN,,IRAN:  REY (RAY),35.30,51.20,,No
1383,8,6,,,    ,,,,10,TURKEY,,TURKEY,39.20,26.20,,No
1384,8,,,,,,,,7,GREECE,,GREECE:  LESBOS,39.30,26.30,,No
1385,8,1,,,,,6,,8,NORTH KOREA,,NORTH KOREA:  KAESONG,37.60,126.30,,No
1386,,,,,    ,,,,10,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA,44.20,17.70,,No
1387,3,5,,,    ,,,,10,CROATIA,,BALKANS NW:  CROATIA,44.10,15.20,,No
1387,9,5,,,,,,,,YEMEN,,YEMEN:  ADEN (ADAN),12.40,45.10,,No
1389,1,20,,,    ,10,6,,9,IRAN,,IRAN:  NEYSHABUR,36.20,58.50,,No
1389,1,30,,,    ,,,,,IRAN,,IRAN:  NEYSHABUR (NISHAPUR),36.10,58.50,,No
1389,2,,,,    ,,8,,,IRAN,,IRAN:  NEYSHABUR (NISHAPUR),36.20,58.80,,No
1389,3,20,,,,,,,10,GREECE,,GREECE:  AEGEAN SEA,38.50,26.50,,Yes
1390,5,,,,,20,6,,8,UZBEKISTAN,,UZBEKISTAN:  BUKHARA,39.80,64.40,,No
1390,12,5,,,    ,,,,10,CROATIA,,BALKANS NW:  CROATIA,44.10,15.20,,No
1391,3,23,,,    ,,,,8,SWITZERLAND,,SWITZERLAND,47.40,7.20,,No
1399,11,6,20,,    ,,,,10,CROATIA,,BALKANS NW:  CROATIA,44.10,15.20,,No
1400,,,,,    ,,,,,IRAN,,IRAN:  LAR,27.70,54.30,,No
1400,,,,,    ,,,,,IRAN,,IRAN:  RUDBAR,36.50,49.00,,No
1402,,,,,    ,,,,,SYRIA,,SYRIA,35.00,37.00,,Yes
1403,11,16,,,,,,,,SYRIA,,SYRIAN COASTS,,,,Yes
1403,12,,,,,,7,,,JAPAN,,JAPAN:  KUMANONADA,33.70,136.50,,Yes
